Date,Adj Close
2021-09-24,433.489990234375
2021-09-27,432.5199890136719
2021-09-28,432.260009765625
2021-09-29,432.5199890136719
2021-09-30,429.5799865722656
2021-10-01,436.9800109863281
2021-10-04,429.67999267578125
2021-10-05,429.05999755859375
2021-10-06,428.7900085449219
2021-10-07,429.4700012207031
2021-10-08,422.6300048828125
2021-10-11,422.44000244140625
2021-10-12,424.3599853515625
2021-10-13,423.6499938964844
2021-10-14,428.17999267578125
2021-10-15,429.3900146484375
2021-10-18,432.80999755859375
2021-10-19,436.7300109863281
2021-10-20,439.5799865722656
2021-10-21,444.2799987792969
2021-10-22,446.1600036621094
2021-10-25,445.07000732421875
2021-10-26,437.6300048828125
2021-10-27,452.3399963378906
2021-10-28,446.57000732421875
2021-10-29,449.2200012207031
2021-11-01,450.8500061035156
2021-11-02,448.9599914550781
2021-11-03,445.2099914550781
2021-11-04,447.6000061035156
2021-11-05,446.3500061035156
2021-11-08,441.6499938964844
2021-11-09,438.989990234375
2021-11-10,442.9800109863281
2021-11-11,443.55999755859375
2021-11-12,444.3599853515625
2021-11-15,443.8399963378906
2021-11-16,449.6700134277344
2021-11-17,451.2099914550781
2021-11-18,449.510009765625
2021-11-19,444.2200012207031
2021-11-22,438.760009765625
2021-11-23,435.8900146484375
2021-11-24,437.7200012207031
2021-11-26,426.29998779296875
2021-11-29,431.8800048828125
2021-11-30,415.2900085449219
2021-12-01,412.8599853515625
2021-12-02,421.6400146484375
2021-12-03,415.80999755859375
2021-12-06,424.54998779296875
2021-12-07,432.55999755859375
2021-12-08,434.6400146484375
2021-12-09,431.1099853515625
2021-12-10,435.3699951171875
2021-12-13,432.5400085449219
2021-12-14,432.05999755859375
2021-12-15,439.010009765625
2021-12-16,432.32000732421875
2021-12-17,417.3699951171875
2021-12-20,411.5199890136719
2021-12-21,423.0400085449219
2021-12-22,425.95001220703125
2021-12-23,428.7300109863281
2021-12-27,433.2900085449219
2021-12-28,434.760009765625
2021-12-29,436.5299987792969
2021-12-30,435.3399963378906
2021-12-31,436.8900146484375
2022-01-03,442.1700134277344
2022-01-04,448.0799865722656
2022-01-05,428.9200134277344
2022-01-06,426.8800048828125
2022-01-07,422.010009765625
2022-01-10,421.2900085449219
2022-01-11,428.7099914550781
2022-01-12,428.510009765625
2022-01-13,423.010009765625
2022-01-14,420.4800109863281
2022-01-18,412.6400146484375
2022-01-19,416.79998779296875
2022-01-20,417.9700012207031
2022-01-21,414.2699890136719
2022-01-24,417.010009765625
2022-01-25,405.2300109863281
2022-01-26,405.989990234375
2022-01-27,397.4100036621094
2022-01-28,410.0400085449219
2022-01-31,421.42999267578125
2022-02-01,422.29998779296875
2022-02-02,428.4200134277344
2022-02-03,422.7200012207031
2022-02-04,417.7099914550781
2022-02-07,421.8900146484375
2022-02-08,423.5
2022-02-09,432.2099914550781
2022-02-10,424.8900146484375
2022-02-11,421.44000244140625
2022-02-14,416.94000244140625
2022-02-15,425.44000244140625
2022-02-16,426.4700012207031
2022-02-17,419.9800109863281
2022-02-18,419.9200134277344
2022-02-22,416.7699890136719
2022-02-23,406.7200012207031
2022-02-24,418.0799865722656
2022-02-25,428.6300048828125
2022-02-28,429.3800048828125
2022-03-01,425.7300109863281
2022-03-02,440.82000732421875
2022-03-03,442.0400085449219
2022-03-04,450.0299987792969
2022-03-07,435.0
2022-03-08,430.55999755859375
2022-03-09,441.4200134277344
2022-03-10,425.07000732421875
2022-03-11,420.3999938964844
2022-03-14,418.67999267578125
2022-03-15,426.510009765625
2022-03-16,428.5299987792969
2022-03-17,432.9100036621094
2022-03-18,437.3800048828125
2022-03-21,448.739990234375
2022-03-22,449.80999755859375
2022-03-23,454.6400146484375
2022-03-24,467.92999267578125
2022-03-25,471.5799865722656
2022-03-28,470.8299865722656
2022-03-29,471.3699951171875
2022-03-30,473.1199951171875
2022-03-31,472.6300048828125
2022-04-01,474.29998779296875
2022-04-04,484.70001220703125
2022-04-05,481.2799987792969
2022-04-06,476.25
2022-04-07,479.70001220703125
2022-04-08,480.67999267578125
2022-04-11,473.2699890136719
2022-04-12,477.6499938964844
2022-04-13,480.20001220703125
2022-04-14,480.239990234375
2022-04-18,481.3299865722656
2022-04-19,482.4599914550781
2022-04-20,488.6300048828125
2022-04-21,479.4100036621094
2022-04-22,467.8800048828125
2022-04-25,468.67999267578125
2022-04-26,462.57000732421875
2022-04-27,451.1600036621094
2022-04-28,452.8900146484375
2022-04-29,431.54998779296875
2022-05-02,428.4599914550781
2022-05-03,417.9800109863281
2022-05-04,427.94000244140625
2022-05-05,417.9599914550781
2022-05-06,407.5199890136719
2022-05-09,399.0
2022-05-10,392.010009765625
2022-05-11,388.4700012207031
2022-05-12,384.7699890136719
2022-05-13,400.95001220703125
2022-05-16,396.1000061035156
2022-05-17,406.44000244140625
2022-05-18,390.95001220703125
2022-05-19,390.6000061035156
2022-05-20,386.1000061035156
2022-05-23,393.4200134277344
2022-05-24,390.75
2022-05-25,387.7799987792969
2022-05-26,388.25
2022-05-27,398.2099914550781
2022-05-31,405.1499938964844
2022-06-01,398.8299865722656
2022-06-02,414.2200012207031
2022-06-03,405.1499938964844
2022-06-06,406.739990234375
2022-06-07,412.94000244140625
2022-06-08,402.17999267578125
2022-06-09,393.7300109863281
2022-06-10,380.5799865722656
2022-06-13,369.3800048828125
2022-06-14,364.8299865722656
2022-06-15,372.6700134277344
2022-06-16,352.6099853515625
2022-06-17,350.3500061035156
2022-06-21,364.2099914550781
2022-06-22,363.44000244140625
2022-06-23,365.2300109863281
2022-06-24,378.0199890136719
2022-06-27,378.3399963378906
2022-06-28,372.010009765625
2022-06-29,371.75
2022-06-30,375.1099853515625
2022-07-01,379.6300048828125
2022-07-05,379.739990234375
2022-07-06,382.1300048828125
2022-07-07,384.8599853515625
2022-07-08,384.1600036621094
2022-07-11,380.54998779296875
2022-07-12,375.9800109863281
2022-07-13,375.4599914550781
2022-07-14,372.6199951171875
2022-07-15,382.0299987792969
2022-07-18,382.0400085449219
2022-07-19,395.57000732421875
2022-07-20,399.6700134277344
2022-07-21,404.1099853515625
2022-07-22,400.92999267578125
2022-07-25,400.0
2022-07-26,400.07000732421875
2022-07-27,372.010009765625
2022-07-28,383.4599914550781
2022-07-29,391.3999938964844
2022-08-01,393.1499938964844
2022-08-02,391.489990234375
2022-08-03,399.3500061035156
2022-08-04,398.1600036621094
2022-08-05,398.989990234375
2022-08-08,392.8299865722656
2022-08-09,387.9800109863281
2022-08-10,395.2799987792969
2022-08-11,395.0899963378906
2022-08-12,401.5
2022-08-15,401.92999267578125
2022-08-16,405.25
2022-08-17,399.989990234375
2022-08-18,403.4800109863281
2022-08-19,397.1099853515625
2022-08-22,385.4700012207031
2022-08-23,383.5799865722656
2022-08-24,386.6300048828125
2022-08-25,393.2699890136719
2022-08-26,383.70001220703125
2022-08-29,377.739990234375
2022-08-30,371.19000244140625
2022-08-31,368.3599853515625
2022-09-01,371.9800109863281
2022-09-02,367.7099914550781
2022-09-06,366.7200012207031
2022-09-07,377.010009765625
2022-09-08,380.07000732421875
2022-09-09,387.6499938964844
2022-09-12,390.0
2022-09-13,374.9599914550781
2022-09-14,380.2099914550781
2022-09-15,372.29998779296875
2022-09-16,371.3599853515625
2022-09-19,372.05999755859375
2022-09-20,372.8399963378906
2022-09-21,368.1499938964844
2022-09-22,360.3399963378906
2022-09-23,351.3999938964844
2022-09-26,348.5400085449219
2022-09-27,343.760009765625
2022-09-28,350.0
2022-09-29,344.17999267578125
2022-09-30,337.4700012207031
2022-10-03,347.6000061035156
2022-10-04,357.6300048828125
2022-10-05,354.0
2022-10-06,349.0199890136719
2022-10-07,340.1300048828125
2022-10-10,337.8999938964844
2022-10-11,333.1600036621094
2022-10-12,332.0799865722656
2022-10-13,341.239990234375
2022-10-14,331.1000061035156
2022-10-17,341.3500061035156
2022-10-18,346.1499938964844
2022-10-19,348.510009765625
2022-10-20,340.489990234375
2022-10-21,350.4800109863281
2022-10-24,357.1499938964844
2022-10-25,360.3900146484375
2022-10-26,376.6700134277344
2022-10-27,379.92999267578125
2022-10-28,395.1400146484375
2022-10-31,397.9800109863281
2022-11-01,400.9599914550781
2022-11-02,390.67999267578125
2022-11-03,391.0299987792969
2022-11-04,395.0299987792969
2022-11-07,408.2799987792969
2022-11-08,408.2099914550781
2022-11-09,405.3599853515625
2022-11-10,421.25
2022-11-11,412.989990234375
2022-11-14,407.0199890136719
2022-11-15,413.2699890136719
2022-11-16,414.5299987792969
2022-11-17,404.760009765625
2022-11-18,407.0899963378906
2022-11-21,404.8599853515625
2022-11-22,415.20001220703125
2022-11-23,419.94000244140625
2022-11-25,420.1700134277344
2022-11-28,413.3299865722656
2022-11-29,408.7799987792969
2022-11-30,420.1000061035156
2022-12-01,424.45001220703125
2022-12-02,427.19000244140625
2022-12-05,423.5299987792969
2022-12-06,413.260009765625
2022-12-07,411.1300048828125
2022-12-08,411.2300109863281
2022-12-09,405.69000244140625
2022-12-12,419.79998779296875
2022-12-13,420.9100036621094
2022-12-14,421.07000732421875
2022-12-15,405.2099914550781
2022-12-16,396.4599914550781
2022-12-19,390.2799987792969
2022-12-20,392.1499938964844
2022-12-21,399.6600036621094
2022-12-22,393.30999755859375
2022-12-23,393.75
2022-12-27,397.0299987792969
2022-12-28,390.69000244140625
2022-12-29,398.1499938964844
2022-12-30,399.9100036621094
2023-01-03,400.7699890136719
2023-01-04,408.4800109863281
2023-01-05,398.42999267578125
2023-01-06,408.5400085449219
2023-01-09,408.3999938964844
2023-01-10,409.25
2023-01-11,410.9800109863281
2023-01-12,416.1300048828125
2023-01-13,416.1300048828125
2023-01-17,415.9700012207031
2023-01-18,405.7300109863281
2023-01-19,400.8299865722656
2023-01-20,404.2300109863281
2023-01-23,407.7799987792969
2023-01-24,410.32000732421875
2023-01-25,429.5
2023-01-26,426.6199951171875
2023-01-27,422.32000732421875
2023-01-30,418.8599853515625
2023-01-31,424.260009765625
2023-02-01,429.6700134277344
2023-02-02,434.0299987792969
2023-02-03,433.5799865722656
2023-02-06,432.0199890136719
2023-02-07,437.3900146484375
2023-02-08,433.79998779296875
2023-02-09,435.989990234375
2023-02-10,438.3599853515625
2023-02-13,444.5
2023-02-14,441.45001220703125
2023-02-15,446.44000244140625
2023-02-16,438.5799865722656
2023-02-17,438.95001220703125
2023-02-21,428.9100036621094
2023-02-22,428.94000244140625
2023-02-23,431.17999267578125
2023-02-24,429.6400146484375
2023-02-27,430.1400146484375
2023-02-28,430.07000732421875
2023-03-01,428.3999938964844
2023-03-02,432.6499938964844
2023-03-03,437.9100036621094
2023-03-06,438.4200134277344
2023-03-07,429.05999755859375
2023-03-08,428.8299865722656
2023-03-09,421.1099853515625
2023-03-10,412.54998779296875
2023-03-13,407.4800109863281
2023-03-14,414.7200012207031
2023-03-15,405.5199890136719
2023-03-16,413.1199951171875
2023-03-17,408.260009765625
2023-03-20,418.25
2023-03-21,424.55999755859375
2023-03-22,421.04998779296875
2023-03-23,418.32000732421875
2023-03-24,424.9599914550781
2023-03-27,427.20001220703125
2023-03-28,428.8900146484375
2023-03-29,433.9100036621094
2023-03-30,438.4100036621094
2023-03-31,447.3599853515625
2023-04-03,445.5899963378906
2023-04-04,438.3399963378906
2023-04-05,433.739990234375
2023-04-06,433.8299865722656
2023-04-10,436.1600036621094
2023-04-11,437.75
2023-04-12,439.3699951171875
2023-04-13,442.489990234375
2023-04-14,439.9200134277344
2023-04-17,438.1099853515625
2023-04-18,436.0899963378906
2023-04-19,427.6400146484375
2023-04-20,426.20001220703125
2023-04-21,427.7900085449219
2023-04-24,425.989990234375
2023-04-25,416.0799865722656
2023-04-26,404.9200134277344
2023-04-27,410.989990234375
2023-04-28,414.3999938964844
2023-05-01,416.760009765625
2023-05-02,413.0
2023-05-03,411.05999755859375
2023-05-04,408.57000732421875
2023-05-05,413.0
2023-05-08,413.45001220703125
2023-05-09,410.5799865722656
2023-05-10,413.8999938964844
2023-05-11,413.6400146484375
2023-05-12,410.9800109863281
2023-05-15,414.6700134277344
2023-05-16,409.9599914550781
2023-05-17,412.9700012207031
2023-05-18,417.7200012207031
2023-05-19,416.260009765625
2023-05-22,420.9100036621094
2023-05-23,404.6700134277344
2023-05-24,394.1600036621094
2023-05-25,395.1300048828125
2023-05-26,397.30999755859375
2023-05-30,396.5199890136719
2023-05-31,388.6499938964844
2023-06-01,391.4100036621094
2023-06-02,397.4200134277344
2023-06-05,391.1600036621094
2023-06-06,391.989990234375
2023-06-07,397.9800109863281
2023-06-08,396.80999755859375
2023-06-09,391.989990234375
2023-06-12,398.760009765625
2023-06-13,402.54998779296875
2023-06-14,398.7200012207031
2023-06-15,409.010009765625
2023-06-16,406.42999267578125
2023-06-20,399.6700134277344
2023-06-21,401.94000244140625
2023-06-22,398.9200134277344
2023-06-23,399.0899963378906
2023-06-26,402.010009765625
2023-06-27,403.010009765625
2023-06-28,401.510009765625
2023-06-29,407.2799987792969
2023-06-30,411.1099853515625
2023-07-03,410.45001220703125
2023-07-05,406.75
2023-07-06,407.69000244140625
