Date,Adj Close
2021-12-15,12.960000038146973
2021-12-16,13.220000267028809
2021-12-17,13.670000076293945
2021-12-20,14.670000076293945
2021-12-21,15.369999885559082
2021-12-22,15.729999542236328
2021-12-23,15.670000076293945
2021-12-27,15.380000114440918
2021-12-28,15.039999961853027
2021-12-29,14.199999809265137
2021-12-30,14.0
2021-12-31,13.510000228881836
2022-01-03,13.65999984741211
2022-01-04,13.720000267028809
2022-01-05,12.770000457763672
2022-01-06,12.699999809265137
2022-01-07,12.680000305175781
2022-01-10,12.539999961853027
2022-01-11,12.369999885559082
2022-01-12,12.279999732971191
2022-01-13,12.0
2022-01-14,12.100000381469727
2022-01-18,11.720000267028809
2022-01-19,12.140000343322754
2022-01-20,11.779999732971191
2022-01-21,10.949999809265137
2022-01-24,11.180000305175781
2022-01-25,10.899999618530273
2022-01-26,10.649999618530273
2022-01-27,10.359999656677246
2022-01-28,10.649999618530273
2022-01-31,11.119999885559082
2022-02-01,11.0600004196167
2022-02-02,10.510000228881836
2022-02-03,9.930000305175781
2022-02-04,10.460000038146973
2022-02-07,10.579999923706055
2022-02-08,10.670000076293945
2022-02-09,11.279999732971191
2022-02-10,11.050000190734863
2022-02-11,10.90999984741211
2022-02-14,10.859999656677246
2022-02-15,11.180000305175781
2022-02-16,11.1899995803833
2022-02-17,10.6899995803833
2022-02-18,10.550000190734863
2022-02-22,10.329999923706055
2022-02-23,9.779999732971191
2022-02-24,10.199999809265137
2022-02-25,9.979999542236328
2022-02-28,10.239999771118164
2022-03-01,10.979999542236328
2022-03-02,10.75
2022-03-03,10.600000381469727
2022-03-04,10.5
2022-03-07,10.119999885559082
2022-03-08,10.34000015258789
2022-03-09,11.050000190734863
2022-03-10,10.930000305175781
2022-03-11,10.630000114440918
2022-03-14,4.159999847412109
2022-03-15,4.480000019073486
2022-03-16,4.630000114440918
2022-03-17,5.539999961853027
2022-03-18,5.599999904632568
2022-03-21,5.690000057220459
2022-03-22,6.079999923706055
2022-03-23,6.170000076293945
2022-03-24,5.869999885559082
2022-03-25,5.619999885559082
2022-03-28,5.550000190734863
2022-03-29,5.75
2022-03-30,5.570000171661377
2022-03-31,5.389999866485596
2022-04-01,5.590000152587891
2022-04-04,5.730000019073486
2022-04-05,5.639999866485596
2022-04-06,5.739999771118164
2022-04-07,5.769999980926514
2022-04-08,5.510000228881836
2022-04-11,5.599999904632568
2022-04-12,5.710000038146973
2022-04-13,6.170000076293945
2022-04-14,6.159999847412109
2022-04-18,4.739999771118164
2022-04-19,4.630000114440918
2022-04-20,4.659999847412109
2022-04-21,4.5
2022-04-22,4.559999942779541
2022-04-25,4.71999979019165
2022-04-26,4.329999923706055
2022-04-27,4.260000228881836
2022-04-28,4.210000038146973
2022-04-29,4.130000114440918
2022-05-02,4.5
2022-05-03,4.510000228881836
2022-05-04,4.659999847412109
2022-05-05,4.440000057220459
2022-05-06,4.349999904632568
2022-05-09,3.7100000381469727
2022-05-10,3.869999885559082
2022-05-11,3.5899999141693115
2022-05-12,3.7300000190734863
2022-05-13,3.990000009536743
2022-05-16,3.880000114440918
2022-05-17,3.940000057220459
2022-05-18,3.799999952316284
2022-05-19,3.9100000858306885
2022-05-20,3.880000114440918
2022-05-23,3.569999933242798
2022-05-24,3.390000104904175
2022-05-25,3.4600000381469727
2022-05-26,3.4600000381469727
2022-05-27,3.5399999618530273
2022-05-31,3.4800000190734863
2022-06-01,3.549999952316284
2022-06-02,3.6600000858306885
2022-06-03,3.630000114440918
2022-06-06,3.549999952316284
2022-06-07,3.640000104904175
2022-06-08,3.7200000286102295
2022-06-09,3.509999990463257
2022-06-10,3.319999933242798
2022-06-13,3.1700000762939453
2022-06-14,3.2699999809265137
2022-06-15,3.359999895095825
2022-06-16,3.240000009536743
2022-06-17,3.4700000286102295
2022-06-21,3.6700000762939453
2022-06-22,3.8399999141693115
2022-06-23,4.159999847412109
2022-06-24,4.03000020980835
2022-06-27,4.199999809265137
2022-06-28,4.019999980926514
2022-06-29,3.9600000381469727
2022-06-30,3.799999952316284
2022-07-01,3.75
2022-07-05,3.930000066757202
2022-07-06,3.9000000953674316
2022-07-07,3.930000066757202
2022-07-08,3.8299999237060547
2022-07-11,3.5299999713897705
2022-07-12,3.5799999237060547
2022-07-13,3.5299999713897705
2022-07-14,3.4100000858306885
2022-07-15,3.5799999237060547
2022-07-18,3.5
2022-07-19,3.759999990463257
2022-07-20,4.019999980926514
2022-07-21,3.9700000286102295
2022-07-22,3.680000066757202
2022-07-25,3.7200000286102295
2022-07-26,3.940000057220459
2022-07-27,4.119999885559082
2022-07-28,4.050000190734863
2022-07-29,3.9600000381469727
2022-08-01,3.7699999809265137
2022-08-02,4.03000020980835
2022-08-03,4.46999979019165
2022-08-04,4.420000076293945
2022-08-05,4.880000114440918
2022-08-08,4.869999885559082
2022-08-09,4.710000038146973
2022-08-10,4.849999904632568
2022-08-11,4.949999809265137
2022-08-12,5.139999866485596
2022-08-15,4.909999847412109
2022-08-16,4.679999828338623
2022-08-17,4.71999979019165
2022-08-18,4.679999828338623
2022-08-19,4.599999904632568
2022-08-22,4.539999961853027
2022-08-23,4.53000020980835
2022-08-24,4.71999979019165
2022-08-25,4.739999771118164
2022-08-26,4.380000114440918
2022-08-29,4.28000020980835
2022-08-30,4.03000020980835
2022-08-31,3.940000057220459
2022-09-01,4.019999980926514
2022-09-02,4.010000228881836
2022-09-06,3.759999990463257
2022-09-07,3.799999952316284
2022-09-08,3.759999990463257
2022-09-09,3.740000009536743
2022-09-12,3.809999942779541
2022-09-13,3.549999952316284
2022-09-14,3.549999952316284
2022-09-15,3.6600000858306885
2022-09-16,3.4700000286102295
2022-09-19,3.549999952316284
2022-09-20,3.4000000953674316
2022-09-21,3.2899999618530273
2022-09-22,3.2200000286102295
2022-09-23,3.140000104904175
2022-09-26,3.0799999237060547
2022-09-27,3.049999952316284
2022-09-28,3.2100000381469727
2022-09-29,3.0399999618530273
2022-09-30,3.200000047683716
2022-10-03,3.140000104904175
2022-10-04,3.3499999046325684
2022-10-05,3.359999895095825
2022-10-06,3.380000114440918
2022-10-07,3.5299999713897705
2022-10-10,3.549999952316284
2022-10-11,3.559999942779541
2022-10-12,3.5199999809265137
2022-10-13,3.619999885559082
2022-10-14,3.549999952316284
2022-10-17,3.630000114440918
2022-10-18,3.6500000953674316
2022-10-19,3.3499999046325684
2022-10-20,3.3499999046325684
2022-10-21,3.490000009536743
2022-10-24,3.569999933242798
2022-10-25,3.680000066757202
2022-10-26,3.759999990463257
2022-10-27,3.6600000858306885
2022-10-28,3.759999990463257
2022-10-31,3.759999990463257
2022-11-01,3.809999942779541
2022-11-02,3.640000104904175
2022-11-03,3.559999942779541
2022-11-04,3.7699999809265137
2022-11-07,3.799999952316284
2022-11-08,3.7899999618530273
2022-11-09,3.5799999237060547
2022-11-10,3.890000104904175
2022-11-11,4.28000020980835
2022-11-14,4.079999923706055
2022-11-15,3.9200000762939453
2022-11-16,3.5199999809265137
2022-11-17,3.430000066757202
2022-11-18,3.490000009536743
2022-11-21,3.359999895095825
2022-11-22,3.430000066757202
2022-11-23,3.2799999713897705
2022-11-25,3.240000009536743
2022-11-28,3.0999999046325684
2022-11-29,2.9100000858306885
2022-11-30,2.799999952316284
2022-12-01,2.880000114440918
2022-12-02,3.049999952316284
2022-12-05,2.9700000286102295
2022-12-06,2.9100000858306885
2022-12-07,2.9100000858306885
2022-12-08,2.9000000953674316
2022-12-09,2.799999952316284
2022-12-12,2.7100000381469727
2022-12-13,2.7699999809265137
2022-12-14,2.740000009536743
2022-12-15,2.700000047683716
2022-12-16,2.6600000858306885
2022-12-19,2.440000057220459
2022-12-20,2.440000057220459
2022-12-21,2.4800000190734863
2022-12-22,2.299999952316284
2022-12-23,2.1500000953674316
2022-12-27,2.0299999713897705
2022-12-28,2.069999933242798
2022-12-29,2.200000047683716
2022-12-30,2.259999990463257
2023-01-03,2.190000057220459
2023-01-04,2.3399999141693115
2023-01-05,2.390000104904175
2023-01-06,2.4200000762939453
2023-01-09,2.359999895095825
2023-01-10,2.4200000762939453
2023-01-11,2.319999933242798
2023-01-12,2.4100000858306885
2023-01-13,2.5199999809265137
2023-01-17,2.490000009536743
2023-01-18,2.369999885559082
2023-01-19,2.3399999141693115
2023-01-20,2.319999933242798
2023-01-23,2.240000009536743
2023-01-24,2.2699999809265137
2023-01-25,2.3299999237060547
2023-01-26,2.4600000381469727
2023-01-27,2.609999895095825
2023-01-30,2.609999895095825
2023-01-31,2.7200000286102295
2023-02-01,2.950000047683716
2023-02-02,3.0
2023-02-03,3.0899999141693115
2023-02-06,3.0899999141693115
2023-02-07,3.1500000953674316
2023-02-08,3.0799999237060547
2023-02-09,3.0
2023-02-10,2.930000066757202
2023-02-13,3.0799999237060547
2023-02-14,3.0199999809265137
2023-02-15,3.109999895095825
2023-02-16,2.9800000190734863
2023-02-17,3.069999933242798
2023-02-21,2.8299999237060547
2023-02-22,3.009999990463257
2023-02-23,2.9600000381469727
2023-02-24,1.4900000095367432
2023-02-27,1.3899999856948853
2023-02-28,1.3799999952316284
2023-03-01,1.5099999904632568
2023-03-02,1.5399999618530273
2023-03-03,1.5700000524520874
2023-03-06,1.440000057220459
2023-03-07,1.3300000429153442
2023-03-08,1.2699999809265137
2023-03-09,1.2200000286102295
2023-03-10,1.190000057220459
2023-03-13,1.2000000476837158
2023-03-14,1.2000000476837158
2023-03-15,1.1399999856948853
2023-03-16,1.1200000047683716
2023-03-17,0.9800000190734863
2023-03-20,0.9300000071525574
2023-03-21,0.8700000047683716
2023-03-22,0.7900000214576721
2023-03-23,0.7400000095367432
2023-03-24,0.7200000286102295
2023-03-27,0.7699999809265137
2023-03-28,0.7099999785423279
2023-03-29,0.7300000190734863
2023-03-30,0.6399999856948853
2023-03-31,0.699999988079071
2023-04-03,0.7300000190734863
2023-04-04,0.6899999976158142
2023-04-05,0.7300000190734863
2023-04-06,0.7900000214576721
2023-04-10,0.8399999737739563
2023-04-11,0.9300000071525574
2023-04-12,0.9399999976158142
2023-04-13,1.0299999713897705
2023-04-14,0.9300000071525574
2023-04-17,0.9800000190734863
2023-04-18,0.9300000071525574
2023-04-19,0.9399999976158142
2023-04-20,0.8600000143051147
2023-04-21,0.8700000047683716
2023-04-24,0.8100000023841858
2023-04-25,0.7799999713897705
2023-04-26,0.800000011920929
2023-04-27,0.7900000214576721
2023-04-28,0.75
2023-05-01,0.7699999809265137
2023-05-02,0.7599999904632568
2023-05-03,0.800000011920929
2023-05-04,0.7900000214576721
2023-05-05,0.8199999928474426
2023-05-08,0.7699999809265137
2023-05-09,0.7699999809265137
2023-05-10,0.75
2023-05-11,0.7400000095367432
2023-05-12,0.7300000190734863
2023-05-15,0.7599999904632568
2023-05-16,0.7200000286102295
2023-05-17,0.699999988079071
2023-05-18,0.6700000166893005
2023-05-19,0.7200000286102295
2023-05-22,0.7300000190734863
2023-05-23,0.6700000166893005
2023-05-24,0.6499999761581421
2023-05-25,0.6399999856948853
2023-05-26,0.6299999952316284
2023-05-30,0.6200000047683716
2023-05-31,0.5799999833106995
2023-06-01,0.6000000238418579
2023-06-02,0.6200000047683716
2023-06-05,0.6100000143051147
2023-06-06,0.6100000143051147
2023-06-07,0.6000000238418579
2023-06-08,0.6000000238418579
2023-06-09,0.5899999737739563
2023-06-12,0.5699999928474426
2023-06-13,0.5799999833106995
2023-06-14,0.550000011920929
2023-06-15,0.5600000023841858
2023-06-16,0.5699999928474426
2023-06-20,0.550000011920929
2023-06-21,0.5299999713897705
2023-06-22,0.550000011920929
2023-06-23,0.5799999833106995
2023-06-26,0.6000000238418579
2023-06-27,0.5799999833106995
2023-06-28,0.5699999928474426
2023-06-29,0.5799999833106995
2023-06-30,0.5799999833106995
2023-07-03,0.5699999928474426
2023-07-05,0.5699999928474426
2023-07-06,0.550000011920929
