Date,Adj Close
2021-03-17,145.14999389648438
2021-03-18,140.0399932861328
2021-03-19,144.16000366210938
2021-03-22,144.14999389648438
2021-03-23,138.66000366210938
2021-03-24,134.6300048828125
2021-03-25,135.24000549316406
2021-03-26,136.25
2021-03-29,133.8000030517578
2021-03-30,135.1300048828125
2021-03-31,141.19000244140625
2021-04-01,141.80999755859375
2021-04-05,142.64999389648438
2021-04-06,142.00999450683594
2021-04-07,140.6699981689453
2021-04-08,142.5
2021-04-09,138.22999572753906
2021-04-12,135.02999877929688
2021-04-13,136.22999572753906
2021-04-14,138.30999755859375
2021-04-15,139.02000427246094
2021-04-16,138.8800048828125
2021-04-19,137.39999389648438
2021-04-20,136.02999877929688
2021-04-21,137.52999877929688
2021-04-22,137.77000427246094
2021-04-23,136.72000122070312
2021-04-26,142.89999389648438
2021-04-27,141.3000030517578
2021-04-28,143.52999877929688
2021-04-29,139.69000244140625
2021-04-30,140.63999938964844
2021-05-03,135.33999633789062
2021-05-04,131.57000732421875
2021-05-05,132.6699981689453
2021-05-06,132.10000610351562
2021-05-07,131.3000030517578
2021-05-10,128.6300048828125
2021-05-11,132.41000366210938
2021-05-12,133.36000061035156
2021-05-13,132.9199981689453
2021-05-14,135.6999969482422
2021-05-17,135.88999938964844
2021-05-18,135.14999389648438
2021-05-19,134.92999267578125
2021-05-20,140.10000610351562
2021-05-21,140.05999755859375
2021-05-24,138.27999877929688
2021-05-25,139.39999389648438
2021-05-26,138.8000030517578
2021-05-27,140.22999572753906
2021-05-28,141.99000549316406
2021-06-01,144.27999877929688
2021-06-02,142.85000610351562
2021-06-03,147.2899932861328
2021-06-04,145.60000610351562
2021-06-07,150.4600067138672
2021-06-08,151.0800018310547
2021-06-09,157.41000366210938
2021-06-10,163.25999450683594
2021-06-11,165.02000427246094
2021-06-14,166.66000366210938
2021-06-15,166.5
2021-06-16,168.3000030517578
2021-06-17,172.25
2021-06-18,176.88999938964844
2021-06-21,171.25999450683594
2021-06-22,172.9499969482422
2021-06-23,174.6300048828125
2021-06-24,173.67999267578125
2021-06-25,175.38999938964844
2021-06-28,166.1999969482422
2021-06-29,165.8699951171875
2021-06-30,169.52000427246094
2021-07-01,169.75
2021-07-02,171.42999267578125
2021-07-06,174.3800048828125
2021-07-07,172.58999633789062
2021-07-08,172.5
2021-07-09,176.74000549316406
2021-07-12,177.02999877929688
2021-07-13,175.6300048828125
2021-07-14,170.33999633789062
2021-07-15,171.9499969482422
2021-07-16,177.5399932861328
2021-07-19,175.30999755859375
2021-07-20,183.1699981689453
2021-07-21,180.08999633789062
2021-07-22,181.80999755859375
2021-07-23,182.41000366210938
2021-07-26,178.11000061035156
2021-07-27,176.58999633789062
2021-07-28,182.10000610351562
2021-07-29,181.8300018310547
2021-07-30,178.94000244140625
2021-08-02,177.9600067138672
2021-08-03,178.80999755859375
2021-08-04,183.44000244140625
2021-08-05,193.89999389648438
2021-08-06,195.22999572753906
2021-08-09,200.25
2021-08-10,207.72999572753906
2021-08-11,202.85000610351562
2021-08-12,200.9199981689453
2021-08-13,196.5399932861328
2021-08-16,196.77999877929688
2021-08-17,200.25
2021-08-18,197.52999877929688
2021-08-19,196.99000549316406
2021-08-20,197.77999877929688
2021-08-23,198.39999389648438
2021-08-24,201.89999389648438
2021-08-25,204.9199981689453
2021-08-26,202.38999938964844
2021-08-27,203.92999267578125
2021-08-30,203.50999450683594
2021-08-31,201.42999267578125
2021-09-01,197.0399932861328
2021-09-02,200.17999267578125
2021-09-03,197.4600067138672
2021-09-07,188.27000427246094
2021-09-08,186.30999755859375
2021-09-09,189.60000610351562
2021-09-10,189.5500030517578
2021-09-13,185.7899932861328
2021-09-14,187.97000122070312
2021-09-15,187.47999572753906
2021-09-16,190.1999969482422
2021-09-17,190.33999633789062
2021-09-20,183.4600067138672
2021-09-21,184.14999389648438
2021-09-22,182.2100067138672
2021-09-23,186.9499969482422
2021-09-24,187.39999389648438
2021-09-27,193.85000610351562
2021-09-28,177.0800018310547
2021-09-29,177.4499969482422
2021-09-30,188.80999755859375
2021-10-01,192.67999267578125
2021-10-04,195.02000427246094
2021-10-05,198.35000610351562
2021-10-06,201.0800018310547
2021-10-07,202.91000366210938
2021-10-08,203.6999969482422
2021-10-11,204.52999877929688
2021-10-12,203.44000244140625
2021-10-13,203.88999938964844
2021-10-14,209.2899932861328
2021-10-15,208.55999755859375
2021-10-18,203.89999389648438
2021-10-19,206.58999633789062
2021-10-20,203.82000732421875
2021-10-21,204.3300018310547
2021-10-22,198.61000061035156
2021-10-25,199.6699981689453
2021-10-26,197.7100067138672
2021-10-27,191.16000366210938
2021-10-28,162.13999938964844
2021-10-29,159.55999755859375
2021-11-01,166.36000061035156
2021-11-02,167.64999389648438
2021-11-03,172.8699951171875
2021-11-04,185.5500030517578
2021-11-05,187.25
2021-11-08,187.97000122070312
2021-11-09,183.9199981689453
2021-11-10,176.25
2021-11-11,173.0500030517578
2021-11-12,170.8699951171875
2021-11-15,173.30999755859375
2021-11-16,172.94000244140625
2021-11-17,172.72999572753906
2021-11-18,178.97999572753906
2021-11-19,181.0
2021-11-22,187.00999450683594
2021-11-23,187.14999389648438
2021-11-24,188.8000030517578
2021-11-26,188.52999877929688
2021-11-29,180.74000549316406
2021-11-30,183.8000030517578
2021-12-01,179.92999267578125
2021-12-02,182.85000610351562
2021-12-03,171.36000061035156
2021-12-06,177.0
2021-12-07,180.27999877929688
2021-12-08,176.9199981689453
2021-12-09,172.47000122070312
2021-12-10,173.64999389648438
2021-12-13,186.4199981689453
2021-12-14,185.72999572753906
2021-12-15,191.05999755859375
2021-12-16,184.8800048828125
2021-12-17,194.57000732421875
2021-12-20,198.2899932861328
2021-12-21,199.58999633789062
2021-12-22,187.3800048828125
2021-12-23,194.35000610351562
2021-12-27,161.11000061035156
2021-12-28,168.6999969482422
2021-12-29,170.0800018310547
2021-12-30,171.02999877929688
2021-12-31,169.5800018310547
2022-01-03,173.91000366210938
2022-01-04,165.22999572753906
2022-01-05,155.08999633789062
2022-01-06,151.0
2022-01-07,148.1300048828125
2022-01-10,150.16000366210938
2022-01-11,148.02999877929688
2022-01-12,147.5399932861328
2022-01-13,148.0
2022-01-14,148.5
2022-01-18,139.19000244140625
2022-01-19,138.6199951171875
2022-01-20,138.30999755859375
2022-01-21,136.41000366210938
2022-01-24,136.52999877929688
2022-01-25,130.94000244140625
2022-01-26,130.1199951171875
2022-01-27,127.18000030517578
2022-01-28,132.08999633789062
2022-01-31,137.60000610351562
2022-02-01,144.92999267578125
2022-02-02,145.25999450683594
2022-02-03,142.50999450683594
2022-02-04,145.4199981689453
2022-02-07,148.64999389648438
2022-02-08,147.63999938964844
2022-02-09,151.39999389648438
2022-02-10,150.86000061035156
2022-02-11,150.75999450683594
2022-02-14,148.66000366210938
2022-02-15,153.3000030517578
2022-02-16,153.27999877929688
2022-02-17,149.9499969482422
2022-02-18,147.5
2022-02-22,146.80999755859375
2022-02-23,147.47000122070312
2022-02-24,152.88999938964844
2022-02-25,155.0
2022-02-28,157.85000610351562
2022-03-01,162.50999450683594
2022-03-02,163.1999969482422
2022-03-03,165.07000732421875
2022-03-04,164.44000244140625
2022-03-07,163.0
2022-03-08,162.0
2022-03-09,162.22999572753906
2022-03-10,160.55999755859375
2022-03-11,154.9600067138672
2022-03-14,151.8000030517578
2022-03-15,152.9199981689453
2022-03-16,158.97000122070312
2022-03-17,163.0800018310547
2022-03-18,165.25
2022-03-21,162.42999267578125
2022-03-22,163.8300018310547
2022-03-23,162.35000610351562
2022-03-24,163.6999969482422
2022-03-25,163.80999755859375
2022-03-28,161.64999389648438
2022-03-29,166.74000549316406
2022-03-30,165.24000549316406
2022-03-31,163.2899932861328
2022-04-01,169.2899932861328
2022-04-04,161.77000427246094
2022-04-05,159.91000366210938
2022-04-06,158.47000122070312
2022-04-07,162.25
2022-04-08,163.4199981689453
2022-04-11,157.42999267578125
2022-04-12,159.5800018310547
2022-04-13,168.4600067138672
2022-04-14,167.33999633789062
2022-04-18,156.67999267578125
2022-04-19,161.1999969482422
2022-04-20,167.9499969482422
2022-04-21,168.75
2022-04-22,167.0
2022-04-25,162.07000732421875
2022-04-26,155.0
2022-04-27,154.9199981689453
2022-04-28,143.16000366210938
2022-04-29,133.42999267578125
2022-05-02,139.0500030517578
2022-05-03,142.88999938964844
2022-05-04,143.42999267578125
2022-05-05,136.74000549316406
2022-05-06,134.75
2022-05-09,122.5199966430664
2022-05-10,128.17999267578125
2022-05-11,120.41999816894531
2022-05-12,121.33000183105469
2022-05-13,126.47000122070312
2022-05-16,124.87000274658203
2022-05-17,129.30999755859375
2022-05-18,128.30999755859375
2022-05-19,129.36000061035156
2022-05-20,132.27000427246094
2022-05-23,129.5800018310547
2022-05-24,127.05000305175781
2022-05-25,126.75
2022-05-26,125.5999984741211
2022-05-27,127.7699966430664
2022-05-31,125.80000305175781
2022-06-01,123.05000305175781
2022-06-02,125.5
2022-06-03,131.52000427246094
2022-06-06,131.6300048828125
2022-06-07,134.00999450683594
2022-06-08,139.39999389648438
2022-06-09,135.0
2022-06-10,132.11000061035156
2022-06-13,127.69999694824219
2022-06-14,133.52000427246094
2022-06-15,135.4499969482422
2022-06-16,134.82000732421875
2022-06-17,137.08999633789062
2022-06-21,139.02000427246094
2022-06-22,141.55999755859375
2022-06-23,146.3000030517578
2022-06-24,147.5
2022-06-27,146.49000549316406
2022-06-28,142.1999969482422
2022-06-29,145.42999267578125
2022-06-30,145.85000610351562
2022-07-01,148.25
2022-07-05,150.72999572753906
2022-07-06,150.0
2022-07-07,153.4199981689453
2022-07-08,152.49000549316406
2022-07-11,150.91000366210938
2022-07-12,145.85000610351562
2022-07-13,142.6999969482422
2022-07-14,138.5399932861328
2022-07-15,145.38999938964844
2022-07-18,140.63999938964844
2022-07-19,145.72000122070312
2022-07-20,146.55999755859375
2022-07-21,147.1999969482422
2022-07-22,143.2100067138672
2022-07-25,141.1999969482422
2022-07-26,140.0
2022-07-27,141.97000122070312
2022-07-28,143.52000427246094
2022-07-29,142.0399932861328
2022-08-01,139.9499969482422
2022-08-02,141.97000122070312
2022-08-03,212.00999450683594
2022-08-04,224.0500030517578
2022-08-05,218.5800018310547
2022-08-08,230.74000549316406
2022-08-09,223.3699951171875
2022-08-10,232.0
2022-08-11,229.38999938964844
2022-08-12,233.85000610351562
2022-08-15,231.00999450683594
2022-08-16,228.14999389648438
2022-08-17,223.1300048828125
2022-08-18,223.4499969482422
2022-08-19,215.97000122070312
2022-08-22,217.91000366210938
2022-08-23,216.88999938964844
2022-08-24,221.0
2022-08-25,213.9199981689453
2022-08-26,210.94000244140625
2022-08-29,209.02999877929688
2022-08-30,209.97000122070312
2022-08-31,206.6699981689453
2022-09-01,211.25
2022-09-02,205.4499969482422
2022-09-06,201.25999450683594
2022-09-07,208.86000061035156
2022-09-08,226.3000030517578
2022-09-09,223.27000427246094
2022-09-12,212.0
2022-09-13,206.58999633789062
2022-09-14,208.27999877929688
2022-09-15,208.47999572753906
2022-09-16,213.0
2022-09-19,216.0
2022-09-20,212.00999450683594
2022-09-21,206.38999938964844
2022-09-22,202.7100067138672
2022-09-23,200.77999877929688
2022-09-26,197.38999938964844
2022-09-27,202.61000061035156
2022-09-28,210.75999450683594
2022-09-29,209.38999938964844
2022-09-30,200.16000366210938
2022-10-03,196.7899932861328
2022-10-04,201.24000549316406
2022-10-05,201.02000427246094
2022-10-06,202.3699951171875
2022-10-07,195.80999755859375
2022-10-10,186.82000732421875
2022-10-11,186.67999267578125
2022-10-12,185.11000061035156
2022-10-13,191.75999450683594
2022-10-14,185.52999877929688
2022-10-17,195.08999633789062
2022-10-18,194.0500030517578
2022-10-19,192.0
2022-10-20,192.97999572753906
2022-10-21,198.8800048828125
2022-10-24,195.85000610351562
2022-10-25,198.55999755859375
2022-10-26,201.02000427246094
2022-10-27,194.0
2022-10-28,204.50999450683594
2022-10-31,207.25999450683594
2022-11-01,213.1199951171875
2022-11-02,214.35000610351562
2022-11-03,215.72000122070312
2022-11-04,208.33999633789062
2022-11-07,204.92999267578125
2022-11-08,204.75999450683594
2022-11-09,197.94000244140625
2022-11-10,212.4499969482422
2022-11-11,216.3699951171875
2022-11-14,213.47999572753906
2022-11-15,214.2899932861328
2022-11-16,211.99000549316406
2022-11-17,209.1199951171875
2022-11-18,217.36000061035156
2022-11-21,206.64999389648438
2022-11-22,209.41000366210938
2022-11-23,208.49000549316406
2022-11-25,212.72000122070312
2022-11-28,209.1999969482422
2022-11-29,204.7899932861328
2022-11-30,220.58999633789062
2022-12-01,220.25
2022-12-02,234.39999389648438
2022-12-05,226.1999969482422
2022-12-06,219.63999938964844
2022-12-07,231.3300018310547
2022-12-08,238.00999450683594
2022-12-09,231.3300018310547
2022-12-12,235.86000061035156
2022-12-13,236.97999572753906
2022-12-14,233.91000366210938
2022-12-15,229.3699951171875
2022-12-16,236.9199981689453
2022-12-19,234.07000732421875
2022-12-20,237.5500030517578
2022-12-21,241.30999755859375
2022-12-22,239.49000549316406
2022-12-23,237.89999389648438
2022-12-27,232.30999755859375
2022-12-28,231.6199951171875
2022-12-29,238.0500030517578
2022-12-30,237.64999389648438
2023-01-03,233.58999633789062
2023-01-04,232.86000061035156
2023-01-05,225.67999267578125
2023-01-06,225.0
2023-01-09,219.72000122070312
2023-01-10,219.5
2023-01-11,225.22000122070312
2023-01-12,229.83999633789062
2023-01-13,235.52999877929688
2023-01-17,233.72999572753906
2023-01-18,231.80999755859375
2023-01-19,228.55999755859375
2023-01-20,229.64999389648438
2023-01-23,230.58999633789062
2023-01-24,228.11000061035156
2023-01-25,229.02000427246094
2023-01-26,231.58999633789062
2023-01-27,231.3699951171875
2023-01-30,225.39999389648438
2023-01-31,226.39999389648438
2023-02-01,224.91000366210938
2023-02-02,229.75
2023-02-03,233.3699951171875
2023-02-06,224.13999938964844
2023-02-07,220.9499969482422
2023-02-08,217.75
2023-02-09,215.5800018310547
2023-02-10,215.25999450683594
2023-02-13,222.33999633789062
2023-02-14,224.91000366210938
2023-02-15,222.10000610351562
2023-02-16,219.85000610351562
2023-02-17,222.7899932861328
2023-02-21,199.86000061035156
2023-02-22,201.10000610351562
2023-02-23,196.24000549316406
2023-02-24,189.77999877929688
2023-02-27,190.00999450683594
2023-02-28,191.4499969482422
2023-03-01,195.39999389648438
2023-03-02,194.44000244140625
2023-03-03,202.5800018310547
2023-03-06,199.6999969482422
2023-03-07,194.33999633789062
2023-03-08,190.41000366210938
2023-03-09,185.9499969482422
2023-03-10,182.66000366210938
2023-03-13,184.86000061035156
2023-03-14,187.10000610351562
2023-03-15,185.75
2023-03-16,189.66000366210938
2023-03-17,185.4499969482422
2023-03-20,187.52000427246094
2023-03-21,190.42999267578125
2023-03-22,189.74000549316406
2023-03-23,190.49000549316406
2023-03-24,189.97999572753906
2023-03-27,190.50999450683594
2023-03-28,188.5500030517578
2023-03-29,195.91000366210938
2023-03-30,195.1199951171875
2023-03-31,200.32000732421875
2023-04-03,200.6999969482422
2023-04-04,202.6999969482422
2023-04-05,200.82000732421875
2023-04-06,210.99000549316406
2023-04-10,205.44000244140625
2023-04-11,202.80999755859375
2023-04-12,202.88999938964844
2023-04-13,207.3300018310547
2023-04-14,203.9199981689453
2023-04-17,205.91000366210938
2023-04-18,201.6699981689453
2023-04-19,202.3000030517578
2023-04-20,202.86000061035156
2023-04-21,209.27999877929688
2023-04-24,204.7899932861328
2023-04-25,202.14999389648438
2023-04-26,197.52000427246094
2023-04-27,196.0399932861328
2023-04-28,199.1999969482422
2023-05-01,201.8699951171875
2023-05-02,199.02000427246094
2023-05-03,199.5
2023-05-04,205.38999938964844
2023-05-05,212.0500030517578
2023-05-08,209.9600067138672
2023-05-09,207.8300018310547
2023-05-10,210.97000122070312
2023-05-11,206.08999633789062
2023-05-12,205.36000061035156
2023-05-15,206.1999969482422
2023-05-16,190.97000122070312
2023-05-17,193.22999572753906
2023-05-18,189.8699951171875
2023-05-19,190.74000549316406
2023-05-22,193.05999755859375
2023-05-23,191.8300018310547
2023-05-24,185.9199981689453
2023-05-25,186.0
2023-05-26,188.25999450683594
2023-05-30,186.4600067138672
2023-05-31,185.00999450683594
2023-06-01,188.6699981689453
2023-06-02,193.6699981689453
2023-06-05,192.3000030517578
2023-06-06,192.9600067138672
2023-06-07,190.1699981689453
2023-06-08,190.42999267578125
2023-06-09,190.8300018310547
2023-06-12,193.08999633789062
2023-06-13,197.5399932861328
2023-06-14,198.49000549316406
2023-06-15,202.33999633789062
2023-06-16,201.57000732421875
2023-06-20,201.60000610351562
2023-06-21,203.89999389648438
2023-06-22,199.07000732421875
2023-06-23,192.69000244140625
2023-06-26,191.35000610351562
2023-06-27,188.8000030517578
2023-06-28,196.55999755859375
2023-06-29,191.05999755859375
2023-06-30,189.94000244140625
2023-07-03,189.69000244140625
2023-07-05,192.57000732421875
2023-07-06,194.38999938964844
